ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
32,Zacatecas,17,Guadalupe,1,Guadalupe,"102°31'07.686"" W","22°44'48.415"" N",2279.0,170029,88118,81911,8045,3953,4092,161411,83877,77534,155104,80741,74363,133488,70077,63411,124631,65752,58879,115851,61462,54389,9445,4710,4735,18478,9090,9388,21161,10385,10776,8857,4325,4532,8780,4290,4490,21842,11239,10603,49710,13365.0,7156,6209,92.96,44825,116711,7920,14352,7089,7263,15565,7671,7894,14908,7318,7590,15094,7463,7631,15528,8066,7462,14541,7639,6902,14249,7468,6781,13203,7027,6176,11712,6324,5388,10597,5723,4874,9286,5054,4232,7056,3832,3224,5445,2901,2544,3271,1689,1582,2099,1125,974,1226,640,586,703,409,294,621,392,229,1.8,146038,76058,69980,21987,11025,10962,149304,77975,71329,5125,2487,2638,484,201,283,1,1,0,481,199,282,480,1,477,1133,     2627,     1320,     1307,7433,2947,3658,929,1337.0,1180,1277,22625,5167,15798,946,3656,731,4296,1947,138530,2629,1278,1351,366,181,185,517,203,314,7047,3552,3495,11502,6035,5467,286,123,163,1311,728,583,1756,969,787,4005,2206,1799,8546,4527,4019,3079,1391,1688,27325,14328,12997,74872,39512,35360,11.98,11.98,11.99,85776,38575,47201,47538,31429,16109,84138,38070,46068,1638,505,1133,27424,141961,96219,24249,1510,1656,21006,214,1378,325,47676,71290,14475,150181,9539,179.0,9383,49971,16565,33406,169491,49971,119520,64687,49995,62875,48183,49948,49971,11528,3164,169491,3.39,0.81,49535,235,9671,40102,493,3114,46166,49700,74,49333,48826,441,48228,12114.0,49685,39,49699,72,49267,12,49669,15229,52,47445,43776,33416,33650,4057,7134,38506,47981,29127,21503,47963,38307,34687,15221,10178,762,946,9190,104,11
15,México,81,Tecámac,19,Ojo de Agua," 98°59'51.428"" W","19°40'41.890"" N",2264.0,386290,199249,187041,12074,5936,6138,374117,193261,180856,363204,187877,175327,317145,165228,151917,295479,154505,140974,273968,143860,130108,16808,8362,8446,40164,19671,20493,49245,24251,24994,21666,10723,10943,21511,10645,10866,43290,21666,21624,117563,30652.0,17023,13629,93.87,90712,276487,18992,22987,11320,11667,31710,15612,16098,36015,17760,18255,35166,17404,17762,29635,14907,14728,27204,14192,13012,29021,15789,13232,35620,19241,16379,36164,19110,17054,33266,16920,16346,22933,11721,11212,15818,8198,7620,11660,6410,5250,7985,4368,3617,5288,2865,2423,2942,1646,1296,1632,985,647,1145,749,396,1.61,180677,91541,89136,203237,106442,96795,340156,176102,164054,22057,11294,10763,2856,1456,1400,18,14,4,2761,1403,1358,2852,18,2757,7458,     7863,     3907,     3956,13955,5075,7629,1702,2671.0,1897,2168,45069,9464,33698,1918,7869,1722,6755,4293,324604,5303,2609,2694,1742,853,889,1273,619,654,18346,9211,9135,18974,9713,9261,600,267,333,2195,1536,659,3294,2205,1089,6516,4098,2418,19974,12010,7964,6578,3144,3434,64729,33671,31058,180463,91950,88513,11.41,11.26,11.59,197334,83551,113783,119338,81404,37934,193066,82053,111013,4268,1498,2770,118617,267275,175052,48436,3825,2657,27894,939,5709,6328,109842,172167,34950,273228,37289,2270.0,72514,119310,37435,81875,386244,107857,278387,148228,119314,128052,99138,119226,119310,21996,6918,386244,3.24,0.82,118421,716,26918,92262,1412,12642,105120,119161,29,119105,116266,72,28550,11872.0,119111,28,119084,37,119000,2,119044,52116,221,114588,103486,79887,62057,13856,31380,88437,115301,66821,63121,113057,84042,51007,33434,26176,1977,3242,26780,434,12
30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba," 97°05'56.092"" W","18°51'03.459"" N",1219.0,120500,65043,55457,4119,2015,2104,116356,63015,53341,113340,61518,51822,102023,55947,46076,96888,53353,43535,91429,50627,40802,4524,2241,2283,9809,4827,4982,11932,5957,5975,5135,2594,2541,5459,2726,2733,12345,6234,6111,31366,23244.0,13645,9599,85.26,23587,80542,16346,7135,3512,3623,7930,3897,4033,8522,4268,4254,9156,4547,4609,8648,4413,4235,8061,4223,3838,8205,4369,3836,8325,4560,3765,8284,4647,3637,8174,4607,3567,7893,4454,3439,6898,3888,3010,6898,3962,2936,5355,3020,2335,4108,2356,1752,2715,1620,1095,2061,1262,799,2107,1425,682,1.75,109064,58603,50461,10973,6196,4777,110670,60186,50484,2353,1192,1161,1822,1101,721,14,7,7,1801,1089,712,1819,14,1798,4324,     2281,     1213,     1068,7284,3414,3364,1025,1813.0,1511,1461,16717,5044,11372,956,4071,981,3331,1814,95674,1321,642,679,328,147,181,257,106,151,4821,2423,2398,6483,3171,3312,166,58,108,2072,1443,629,2520,1742,778,4464,2819,1645,10499,6345,4154,2715,1284,1431,16090,8894,7196,57398,30442,26956,11.35,11.09,11.65,59036,27533,31503,42843,28351,14492,57529,27030,30499,1507,503,1004,29861,90595,65077,9294,88,729,13075,169,3544,445,36536,48873,16573,99403,14335,139.0,6542,36849,14588,22261,120003,43769,76234,42795,36881,40950,35036,36805,36849,4137,1777,120003,3.26,0.79,36533,263,11537,25259,3046,4232,29517,36722,74,36746,36441,50,30750,11770.0,36658,78,36747,49,36652,5,36698,21347,195,33727,28272,17756,13759,3470,5685,26969,34752,18441,19564,33459,24668,19085,8909,4933,944,1733,10419,291,11
16,Michoacán de Ocampo,76,Sahuayo,1,Sahuayo de Morelos,"102°43'00.470"" W","20°03'27.662"" N",1535.0,70042,36241,33801,3454,1709,1745,66588,34532,32056,64130,33264,30866,55410,28992,26418,51922,27242,24680,48224,25432,22792,3684,1861,1823,7494,3679,3815,8486,4246,4240,3488,1750,1738,3698,1810,1888,8068,4127,3941,18370,9089.0,4951,4138,93.27,18120,45587,6335,5912,2977,2935,6171,3005,3166,6037,3017,3020,6033,2970,3063,5733,2967,2766,5419,2823,2596,5125,2662,2463,4535,2368,2167,4382,2268,2114,4351,2312,2039,4043,2200,1843,3212,1721,1491,2754,1499,1255,2199,1143,1056,1661,894,767,1151,644,507,691,388,303,633,383,250,2.24,65036,33711,31325,4302,2220,2082,62564,32620,29944,1044,507,537,81,30,51,0,0,0,78,29,49,79,0,76,163,      660,      351,      309,4571,2467,1915,541,810.0,810,845,8046,2788,5059,430,1638,399,1573,927,56992,1464,757,707,360,161,199,678,321,357,2187,1121,1066,2117,1089,1028,287,124,163,3269,1766,1503,3351,1771,1580,6143,3249,2894,10679,5739,4940,2900,1277,1623,10841,5933,4908,16422,8369,8053,8.49,8.4,8.59,37962,16482,21480,17234,12428,4806,37630,16387,21243,332,95,237,36032,33959,14087,2955,89,18,15785,242,859,189,18031,31027,6321,67477,1570,29.0,902,19360,6876,12484,69781,23434,46347,23345,19379,22298,18332,19344,19360,3153,813,69781,3.6,0.99,19132,205,5357,13983,522,3021,15796,19322,19,19224,18314,117,17360,11656.0,19265,31,19286,55,19174,3,19253,6121,43,18456,15548,8607,9238,9163,6901,12790,18603,6740,7356,16981,12249,13806,2871,2102,387,1139,6375,112,10
22,Querétaro,6,Corregidora,1,El Pueblito,"100°26'45.179"" W","20°33'08.769"" N",1811.0,115264,60166,55098,3736,1851,1885,111451,58275,53176,108524,56791,51733,97141,51138,46003,91859,48481,43378,86429,45734,40695,4482,2253,2229,9828,4884,4944,12030,6046,5984,5282,2657,2625,5430,2747,2683,12658,6328,6330,33157,14831.0,8296,6535,91.58,23328,81792,10067,6663,3335,3328,7890,3894,3996,8775,4416,4359,9256,4630,4626,8832,4445,4387,8359,4322,4037,8366,4360,4006,9272,4985,4287,9706,5291,4415,9733,5124,4609,7678,4008,3670,5826,3020,2806,4764,2543,2221,3576,2014,1562,2718,1538,1180,1787,1006,781,1049,619,430,937,576,361,1.54,54881,28203,26678,57904,30703,27201,93386,48785,44601,14063,7466,6597,355,201,154,0,0,0,354,201,153,352,0,351,698,     2160,     1066,     1094,3672,1730,1478,507,880.0,659,763,10750,3198,6662,669,2551,641,2233,1480,99973,1150,578,572,398,209,189,264,128,136,4773,2440,2333,7090,3573,3517,122,55,67,971,626,345,1344,840,504,1762,1087,675,4289,2501,1788,1482,704,778,11643,6168,5475,68026,35306,32720,13.13,12.9,13.38,63196,29056,34140,33760,21994,11766,62062,28593,33469,1134,463,671,23673,91408,65029,6949,321,633,10905,324,11659,662,35526,51220,10316,92665,8721,320.0,13314,36506,12205,24301,114912,33784,81128,43038,36527,40186,33675,36487,36506,4710,1801,114912,3.15,0.67,36204,254,6319,30136,451,1633,34372,36437,24,36095,33033,365,28000,11240.0,36380,52,36300,158,35928,0,36261,6109,28,35880,32973,29134,29942,3308,6065,28947,35351,28334,25593,35211,32697,25841,20137,10962,530,666,2924,174,11
13,Hidalgo,77,Tulancingo de Bravo,1,Tulancingo," 98°22'05.062"" W","20°04'50.178"" N",2148.0,106163,56161,50002,4538,2238,2300,101556,53889,47667,98267,52304,45963,86313,46493,39820,80939,43887,37052,75342,41093,34249,4912,2366,2546,10331,5030,5301,12448,6043,6405,5374,2606,2768,5597,2794,2803,12135,6094,6041,29496,14021.0,8107,5914,89.03,25155,71491,9448,7827,3823,4004,8354,4108,4246,8974,4309,4665,9236,4593,4643,8496,4295,4201,8130,4225,3905,7878,4250,3628,7661,4219,3442,7329,4101,3228,6846,3813,3033,6151,3374,2777,5191,2910,2281,4573,2594,1979,3446,1926,1520,2494,1452,1042,1550,881,669,1020,632,388,938,622,316,1.94,88182,46333,41849,17217,9475,7742,94461,50667,43794,2945,1507,1438,1330,714,616,15,9,6,1285,699,586,1329,15,1284,3565,     1553,      797,      756,4588,2146,2011,749,1071.0,971,808,10710,3039,7277,696,2252,628,1786,1254,90195,1988,959,1029,457,200,257,399,167,232,4346,2253,2093,4765,2399,2366,196,76,120,2758,1744,1014,3454,2148,1306,5028,2775,2253,11199,6211,4988,2032,877,1155,19633,10460,9173,36315,19560,16755,10.02,9.95,10.1,55729,25790,29939,30384,20605,9779,54960,25540,29420,769,250,519,47539,58518,28027,7035,169,248,21960,161,852,807,30967,43205,12129,84123,10645,191.0,11075,29207,11029,18178,105316,36528,68788,35827,29230,35251,28654,29161,29207,4589,2008,105316,3.61,0.89,28826,317,8038,21105,1194,3875,24074,29090,54,28863,27878,281,26890,11199.0,28939,169,29072,72,28775,4,28974,13647,133,25426,20074,12051,14215,3194,6183,21564,27358,10850,12617,26702,16370,14735,4767,2698,818,1338,11333,188,11
14,Jalisco,8,Arandas,1,Arandas,"102°20'25.000"" W","20°42'20.000"" N",2058.0,59648,30609,29039,2941,1511,1430,56707,29098,27609,54554,28044,26510,46959,24378,22581,43752,22774,20978,40304,21073,19231,3250,1582,1668,6498,3138,3360,7574,3729,3845,3207,1604,1603,3448,1701,1747,7448,3790,3658,16552,6108.0,3260,2848,94.87,15896,39657,4095,5094,2565,2529,5403,2604,2799,5399,2666,2733,5748,2841,2907,5148,2650,2498,4598,2357,2241,4617,2416,2201,4402,2331,2071,3978,2073,1905,3587,1884,1703,3109,1671,1438,2457,1291,1166,2013,1046,967,1425,791,634,1038,542,496,740,409,331,509,256,253,383,216,167,2.15,55292,28614,26678,3630,1640,1990,53293,27532,25761,960,409,551,214,62,152,21,11,10,193,51,142,210,20,190,323,      408,      201,      207,2426,1267,924,460,523.0,568,517,4154,1371,2620,357,1067,339,839,855,52674,1490,717,773,389,182,207,470,207,263,2145,1156,989,2021,1085,936,218,77,141,2290,1239,1051,3160,1674,1486,5059,2470,2589,7940,3996,3944,1583,667,916,9960,5297,4663,14543,7804,6739,8.64,8.71,8.57,31400,12938,18462,15408,11380,4028,31191,12867,18324,209,71,138,23018,36607,23372,1625,56,5,10079,92,1425,333,18059,24670,4225,57819,806,30.0,945,17091,5764,11327,59554,18275,41279,20938,17100,20746,16908,17066,17091,2772,1066,59554,3.48,0.95,16996,70,4501,12565,245,2175,14646,17050,16,17019,15844,47,16418,11016.0,17046,9,17056,10,17006,4,17047,4709,33,16162,15275,10480,10762,5576,6276,11035,16449,6754,4626,15813,10567,12994,2978,2209,369,727,5750,89,10
21,Puebla,140,San Pedro Cholula,1,Cholula de Rivadavia," 98°18'27.021"" W","19°03'44.943"" N",2141.0,102260,53186,49074,4376,2182,2194,97715,50919,46796,94390,49269,45121,83394,43950,39444,78694,41616,37078,73574,39069,34505,4936,2437,2499,9385,4532,4853,10994,5375,5619,4700,2334,2366,5120,2547,2573,12386,6178,6208,28775,12233.0,6782,5451,92.27,23397,70543,8151,7701,3832,3869,7844,3784,4060,7852,3869,3983,8710,4360,4350,8796,4365,4431,8026,4128,3898,7293,3836,3457,7715,4139,3576,7509,4100,3409,7140,3847,3293,6159,3354,2805,5113,2705,2408,4082,2237,1845,3015,1616,1399,2140,1198,942,1332,751,581,899,525,374,765,455,310,1.84,86396,44658,41738,14553,7866,6687,89750,47144,42606,3464,1779,1685,1062,533,529,8,4,4,1019,522,497,1050,6,1010,2509,     2184,     1105,     1079,3464,1597,1446,497,882.0,690,640,9824,3056,5897,547,2527,538,1992,1035,88241,1210,598,612,345,160,185,338,143,195,4243,2162,2081,5684,2872,2812,183,80,103,1475,965,510,1595,991,604,4212,2482,1730,10739,5807,4932,1994,896,1098,13498,7104,6394,43692,22709,20983,11.29,11.13,11.48,52857,22956,29901,30294,20872,9422,51892,22614,29278,965,342,623,32823,68697,34446,3658,2221,412,22764,351,5715,1080,29455,44062,9783,85243,8523,276.0,7848,27352,8955,18397,101723,30210,71513,31790,27359,29372,24941,27316,27352,3609,822,101723,3.72,0.84,26817,364,6418,20778,859,2375,23961,27151,48,26591,19601,605,21919,10985.0,26947,147,27044,140,26458,5,26949,10837,68,24683,20792,15271,15574,2612,13506,21954,25866,14932,14845,24859,18590,10010,8283,4782,552,1216,7501,170,11
7,Chiapas,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas," 92°38'15.230"" W","16°44'13.280"" N",2121.0,183509,96930,86579,9034,4464,4570,174328,92392,81936,167638,89060,78578,143289,76784,66505,133243,71833,61410,122949,66610,56339,10130,4989,5141,20909,10619,10290,23841,11880,11961,10046,4951,5095,10294,5223,5071,23604,12131,11473,55001,14672.0,8153,6519,89.32,50119,123986,9257,15724,7796,7928,17517,8849,8668,16878,8378,8500,17226,8780,8446,16672,8574,8098,16281,8693,7588,15419,8423,6996,14642,8030,6612,12586,6884,5702,10214,5617,4597,8793,4936,3857,6738,3743,2995,5415,2974,2441,3626,1977,1649,2327,1272,1055,1542,873,669,925,545,380,837,512,325,1.82,174710,92361,82349,7276,3778,3498,164660,87592,77068,2375,1165,1210,44949,24105,20844,2368,1762,606,42321,22209,20112,44030,2198,41572,76883,     3843,     2014,     1829,5765,2396,2710,943,1226.0,1119,1020,15149,3768,10243,776,3101,643,2233,1640,161610,2887,1413,1474,1235,632,603,1347,681,666,7581,3799,3782,8440,4203,4237,1255,632,623,9750,6922,2828,10423,7091,3332,10131,5995,4136,19520,11016,8504,3411,1652,1759,21719,11614,10105,63262,32010,31252,10.02,9.62,10.49,97432,45261,52171,45490,31393,14097,95678,44607,51071,1754,654,1100,83250,100002,22564,21316,2870,723,49840,1341,1257,758,52459,72876,17868,116299,50989,427.0,15478,45756,16045,29711,182800,58856,123944,57091,45806,55080,43795,45646,45756,6302,4983,182800,4,1.04,43195,2396,13533,32063,4322,6410,34861,45435,159,45051,41312,543,39954,10979.0,45198,316,45353,241,44866,30,45202,26756,439,32032,24234,15356,16063,5155,13642,34658,41423,16131,11950,42101,17766,13727,4296,2636,2059,2947,24007,544,11
15,México,70,La Paz,1,Los Reyes Acaquilpan," 98°58'35.766"" W","19°21'30.193"" N",2245.0,84298,43745,40553,3211,1605,1606,81043,42120,38923,78461,40860,37601,69494,36448,33046,65435,34449,30986,61235,32369,28866,3877,1887,1990,7672,3785,3887,9219,4562,4657,4059,1999,2060,4200,2080,2120,9979,4955,5024,23033,11090.0,6197,4893,92.7,18819,57827,7608,5793,2865,2928,6357,3115,3242,6669,3296,3373,7091,3470,3621,7088,3565,3523,6710,3379,3331,5947,3129,2818,5784,3045,2739,5986,3223,2763,6106,3222,2884,5462,2971,2491,4171,2248,1923,3482,1888,1594,2620,1448,1172,2201,1244,957,1333,742,591,788,455,333,666,420,246,1.97,50894,25988,24906,32987,17561,15426,75954,39618,36336,2323,1165,1158,1475,770,705,18,15,3,1427,742,685,1457,17,1411,3469,     1341,      694,      647,5108,2393,2224,680,1072.0,767,896,12503,3793,8425,600,2538,450,2548,1333,66020,1476,699,777,318,153,165,256,113,143,3366,1734,1632,3952,1965,1987,155,61,94,1371,969,402,1848,1189,659,3805,2298,1507,8012,4611,3401,2003,872,1131,16437,8264,8173,31037,15957,15080,10.14,9.96,10.33,43814,19079,24735,25536,17305,8231,42783,18746,24037,1031,333,698,29595,54588,29184,5611,1080,496,15569,560,700,1827,25259,33779,10423,61678,7717,306.0,14431,22568,8350,14218,84238,29518,54720,24316,22578,21997,20259,22534,22568,1250,488,84238,3.73,1,22376,152,8581,13950,1827,4148,16555,22517,14,22504,22373,25,19024,10871.0,22489,16,22487,13,22457,1,22461,13440,97,19924,16771,10894,7857,2408,7570,17625,21642,9745,12744,20212,14281,6310,3997,3022,412,984,7261,137,10
19,Nuevo León,19,San Pedro Garza García,1,San Pedro Garza García,"100°24'08.880"" W","25°39'54.610"" N",627.0,132128,69566,62562,4188,2095,2093,123215,65110,58105,119941,63483,56458,110264,58816,51448,106041,56739,49302,101239,54342,46897,4768,2363,2405,8183,3931,4252,9814,4756,5058,4223,2077,2146,4802,2397,2405,15472,8297,7175,34242,25433.0,13954,11479,89.93,21362,88176,17865,7462,3722,3740,6757,3282,3475,7143,3462,3681,8842,4525,4317,11432,6169,5263,11019,5948,5071,9594,5075,4519,8283,4321,3962,7689,4072,3617,7939,4132,3807,8135,4463,3672,7675,4080,3595,7568,4149,3419,5833,3091,2742,4656,2537,2119,3215,1695,1520,2186,1230,956,1975,1252,723,1.74,92149,47163,44986,29275,17095,12180,110301,57916,52385,5712,3610,2102,2523,1812,711,11,11,0,2482,1781,701,2513,11,2475,2170,     2180,     1111,     1069,4112,2178,1624,745,865.0,1205,858,9717,3428,5878,591,2196,695,1654,1767,110134,1298,597,701,451,203,248,243,139,104,3806,1857,1949,7736,3814,3922,128,68,60,1050,641,409,1469,914,555,3286,2029,1257,5680,3665,2015,1522,731,791,15087,8788,6299,73669,37683,35986,13.16,12.67,13.72,66549,30249,36300,41397,27405,13992,65708,29958,35750,841,291,550,15210,109554,62868,1915,511,130,4108,361,49699,2335,41453,54783,11985,110326,7150,294.0,6868,37713,10867,26846,131708,33411,98297,41193,37737,31675,28219,37700,37713,3025,431,131708,3.49,0.62,36198,111,6915,29359,638,1265,34352,36291,6,36292,36180,6,6028,10511.0,36271,1,36276,6,36259,0,36256,6305,26,35954,34391,31495,29791,2888,2896,26224,35586,28625,30315,34703,32773,25237,21877,12027,333,386,3018,51,11
16,Michoacán de Ocampo,112,Zitácuaro,1,Heróica Zitácuaro,"100°21'26.950"" W","19°26'13.849"" N",1944.0,86901,45620,41281,3891,1973,1918,82979,43631,39348,80106,42183,37923,69871,37017,32854,65199,34722,30477,60608,32444,28164,4321,2178,2143,8787,4436,4351,10578,5277,5301,4672,2295,2377,4591,2278,2313,9923,4967,4956,23425,11403.0,6253,5150,90.49,21671,57450,7749,6764,3421,3343,7291,3683,3608,7616,3778,3838,7627,3738,3889,6887,3507,3380,6592,3431,3161,6310,3444,2866,6019,3217,2802,5825,3170,2655,5380,2918,2462,5023,2787,2236,4133,2257,1876,3654,1964,1690,2690,1450,1240,1980,1074,906,1308,701,607,893,519,374,878,545,333,2.13,77014,40445,36569,9336,4881,4455,77660,41141,36519,1867,930,937,258,120,138,5,3,2,225,117,108,258,5,225,720,      985,      507,      478,4303,2063,1912,716,936.0,881,748,10317,3499,6720,780,2388,649,2227,907,71839,1722,849,873,329,150,179,368,159,209,3625,1867,1758,3984,2025,1959,223,103,120,2349,1412,937,3013,1767,1246,4514,2416,2098,7819,4270,3549,2237,978,1259,14340,7574,6766,30758,16329,14429,10.16,10.11,10.21,43616,19368,24248,26130,17594,8536,42962,19195,23767,654,173,481,38865,47981,19116,12469,553,123,14606,340,363,940,24602,35276,9977,73806,6938,63.0,5998,23039,8217,14822,86492,28559,57933,27689,23049,26798,22158,23025,23039,3727,913,86492,3.75,0.95,22077,944,5719,17305,898,3020,19106,22922,102,22722,19149,302,19272,10505.0,22688,258,22906,118,22595,16,22800,11256,122,20318,16484,9946,10037,4292,3052,16165,21713,8501,6348,20909,13207,14129,2890,2024,666,1390,8778,190,10
16,Michoacán de Ocampo,6,Apatzingán,1,Apatzingán de la Constitución,"102°21'18.952"" W","19°05'14.018"" N",325.0,102362,52461,49901,5626,2710,2916,96721,49743,46978,92562,47684,44878,78231,40538,37693,72605,37753,34852,67185,35037,32148,6314,3148,3166,12176,6057,6119,13736,6812,6924,5626,2785,2841,5420,2716,2704,11648,5929,5719,26603,11337.0,6085,5252,95.12,29742,65109,7496,9785,4769,5016,10337,5166,5171,9620,4765,4855,8861,4461,4400,8207,4184,4023,7747,4033,3714,7458,3910,3548,7174,3723,3451,6561,3421,3140,5642,2871,2771,5225,2714,2511,4393,2351,2042,3841,2045,1796,2775,1471,1304,1983,1093,890,1264,669,595,793,421,372,681,386,295,2.39,94271,48548,45723,6766,3366,3400,89978,46623,43355,1826,866,960,862,418,444,175,114,61,678,301,377,816,140,667,1459,     1501,      783,      718,5483,2830,2345,825,1037.0,973,984,11300,3869,7129,836,2349,563,2043,1317,84922,2661,1316,1345,845,387,458,1010,445,565,3350,1738,1612,2739,1395,1344,672,294,378,5403,2997,2406,7495,3965,3530,7516,3882,3634,12595,6452,6143,4010,1893,2117,15877,8633,7244,22913,11717,11196,8.34,8.33,8.36,51286,21329,29957,26696,19099,7597,50770,21171,29599,516,158,358,42897,59379,25149,10406,238,1879,21449,454,362,314,24728,41481,11977,84855,8690,59.0,8601,27858,10534,17324,101915,37465,64450,34555,27882,32664,25991,27792,27858,5636,1037,101915,3.66,1.18,25042,2744,10029,17760,2527,6665,18597,27663,127,27491,26025,299,18699,10415.0,27401,163,27540,249,27273,27,27402,11503,215,26145,21096,9707,13023,6438,4352,17989,25401,8183,8793,25595,13463,12658,3039,1868,1276,1531,12809,410,11
